Index,Actors,Number of movies,Number of awards,Genres
1731,Dick Clark,35,1,Documentary 
1732,Michael Michele,35,7,Action Crime Drama Thriller 
1733,Rachael Taylor,35,2,Action Adventure Comedy Drama Fiction Horror Science Thriller 
1734,Ali Larter,35,9,Action Adventure Comedy Drama Family Fiction Horror Mystery Romance Science Western 
1735,Sarah Butler,35,2,Crime Horror Thriller 
1736,Jake Weary,35,0,Horror Thriller 
1737,David McLean,35,0,Fiction Horror Science 
1738,Nacho Vigalondo,35,1,Fiction Science Thriller 
1739,Beau Knapp,35,0,Fiction Science Thriller 
1740,Hayden Christensen,35,1,Action Adventure Comedy Crime Drama Fantasy Fiction History Mystery Romance Science Thriller 
1741,Klaus Wennemann,35,1,Action Adventure Drama History War 
1742,Samuel Anderson,35,2,Comedy Drama 
1743,Jacinda Barrett,35,1,Action Adventure Comedy Drama Romance Thriller 
1744,Gabriel Macht,35,2,Action Adventure Comedy Crime Drama Fiction Mystery Romance Science Thriller War Western 
1745,Glenn Howerton,35,0,Comedy Drama Romance 
1746,Jang Dong-gun,35,7,Action Adventure Fantasy Thriller Western 
1747,Kevin James,35,1,Action Adventure Animation Comedy Drama Family Fantasy Fiction Romance Science 
1748,Xavier Samuel,35,8,Drama 
1749,Jamel Debbouze,35,4,Comedy Romance 
1750,Gong Li,35,51,Action Adventure Crime Drama Fantasy Fiction History Romance Science Thriller 
1751,Jenny Wade,35,0,Comedy 
1752,Bae Doona,35,24,Drama Fiction Horror Science 
1753,Goldie Hawn,35,1,Comedy Fantasy Romance 
1754,Amanda Schull,35,0,Drama Music 
1755,Joanne Samuel,35,0,Action Adventure Fiction Science Thriller 
1756,Lisa Ryder,35,1,Fiction Horror Science 
1757,David Cronenberg,35,145,Fiction Horror Science 
1758,Louise Hassing,35,7,Drama 
1759,Addison Timlin,35,0,Drama Thriller 
1760,Ian Somerhalder,35,31,Horror Thriller 
1761,Kirk Hammett,35,0,Music 
1762,Joanna 'JoJo'-Levesque,35,3,Comedy Family Fantasy Romance 
1763,Matt Bomer,35,1,Comedy Drama Music 
1764,Leah Pipes,35,2,Horror Mystery Thriller 
1765,Jack Thibeau,35,0,Crime Drama 
1766,Hedy Lamarr,35,3,Adventure Drama Romance 
1767,Naveen Andrews,35,1,Drama History Romance War 
1768,Dwight Ewell,35,0,Comedy Drama Romance 
1769,Faune A.-Chambers,35,1,Action Adventure Comedy 
1770,Roberta Collins,35,0,Action Comedy Fiction Science 
1771,John Newton,35,3,Action Adventure Drama Thriller 
1772,Ellen DeGeneres,35,3,Animation Family 
1773,Natasha Richardson,35,6,Comedy Drama Romance 
1774,Atticus Shaffer,35,5,Animation Comedy Family 
1775,Darren Dalton,35,0,Action Thriller 
1776,Josh Flitter,35,3,Drama Family 
1777,Adam David-Thompson,36,0,Crime Drama Mystery Thriller 
1778,Dwight Yoakam,36,3,Action Adventure Comedy Crime Drama Mystery Thriller Western 
1779,Chris O'Donnell,36,1,Action Adventure Crime Fantasy Thriller 
1780,Tyrese Gibson,36,17,Action Adventure Crime Drama Fiction Music Romance Science Thriller 
1781,S\u00f4nia Braga,36,21,Drama Romance Thriller 
1782,Allison Tolman,36,1,Comedy Fantasy Horror Mystery Thriller 
1783,Alice Braga,36,21,Action Adventure Crime Drama Fiction Horror Mystery Science Thriller 
1784,Columbus Short,36,9,Action Adventure Crime Drama Fiction Horror Music Mystery Science Thriller 
1785,Josh Pence,36,9,Comedy 
1786,Christopher Evan-Welch,36,1,Drama Romance 
1787,Russell Brand,36,17,Animation Comedy Documentary Drama Family Music Romance 
1788,Tiffany Bolling,36,0,Fiction Horror Science 
1789,Renee Olstead,36,3,Horror Thriller 
1790,Sydney Tamiia-Poitier,36,2,Action Horror Thriller 
1791,Rory Culkin,36,13,Crime Drama Fiction Mystery Romance Science Thriller 
1792,Christopher Nicholas-Smith,36,0,Horror 
1793,Eric Lloyd,36,13,Comedy Family Fantasy 
1794,Belén Rueda,36,32,Drama 
1795,Anna Deavere-Smith,36,17,Comedy Drama Romance 
1796,Ha Ji-won,36,18,Action Adventure Drama Thriller 
1797,Xzibit L.,36,3,Action Adventure Crime Drama 
1798,Patrick Fugit,36,20,Action Adventure Drama Fantasy Music Thriller 
1799,Leslie Jones,36,3,Action Comedy Fantasy 
1800,Xzibit,36,3,Action Adventure Crime Drama Fiction Mystery Science Thriller 
1801,Elisha Cuthbert,36,12,Comedy Drama Horror Thriller 
1802,Kalki Koechlin,36,17,Romance 
1803,Diana Hardcastle,36,1,Horror Mystery Thriller 
1804,Melody Anderson,36,1,Fiction Science 
1805,Liam Aiken,36,5,Crime Drama Thriller 
1806,Benjamin Hollingsworth,36,1,Comedy Drama 
1807,Ryan McDonald,36,3,Drama 
1808,Estella Warren,36,5,Action 
1809,Shavar Ross,36,2,Horror Thriller 
1810,Olivia Taylor-Dudley,36,0,Horror Thriller 
1811,Alex D.-Linz,36,7,Comedy Family Fantasy Fiction Science 
1812,Betsy Russell,36,1,Crime Horror Mystery Thriller 
1813,Patricia Laffan,36,0,Drama History Romance 
1814,Douglas Rain,36,1,Adventure Fiction Mystery Science 
1815,Russell Means,36,0,Action Adventure Animation Drama Family History Romance 
1816,Kareem Abdul-Jabbar,36,0,Comedy 
1817,Dania Ramirez,36,6,Action Crime Thriller 
1818,Robb Wells,36,16,Action Comedy Thriller 
1819,Trini Alvarado,36,2,Comedy Drama Romance 
1820,Hallie Todd,36,2,Comedy Family 
1821,Wes Ramsey,36,2,Comedy Drama Romance 
1822,John Garfield,36,2,Drama Romance 
1823,Roy Atwell,36,0,Animation Family Fantasy 
1824,Diego Ramos,37,2,Adventure Animation Romance 
1825,Bryce Dallas-Howard,37,1,Action Adventure Comedy Drama Family Fantasy Fiction Mystery Science Thriller 
1826,Rupert Grint,37,17,Action Adventure Comedy Family Fantasy Mystery 
1827,Boyd Holbrook,37,3,Action Crime Drama Mystery Thriller Western 
1828,Louis C.K.,37,2,Animation Comedy Drama Family Fantasy Romance 
1829,Ashley Scott,37,2,Action Adventure Crime Drama Thriller 
1830,Shailene Woodley,37,2,Action Adventure Comedy Drama Fiction Romance Science Thriller 
1831,Ashton Kutcher,37,58,Action Adventure Animation Comedy Family Fiction Romance Science Thriller 
1832,Cameron Bright,37,10,Action Comedy Crime Drama Fiction Horror Science Thriller 
1833,Sarah Steele,37,5,Comedy Romance 
1834,Bernie Mac,37,2,Action Adventure Comedy Crime Drama Romance Thriller 
1835,Quentin Tarantino,37,2,Action Crime Horror Thriller 
1836,Katarina Cas,37,1,Action Comedy Crime Thriller 
1837,Carrie Underwood,37,1,Action Drama 
1838,Natalie Dormer,37,7,Action Drama Horror Thriller 
1839,Paul Schneider,37,12,Action Comedy Drama Romance Western 
1840,Luke Ford,37,7,Action Adventure Fantasy 
1841,Yvonne Strahovski,37,1,Action Adventure Comedy Horror Thriller 
1842,Tony Revolori,37,18,Comedy Crime Drama 
1843,Rachel McAdams,37,1,Action Adventure Animation Comedy Crime Drama Fantasy History Horror Mystery Romance Thriller 
1844,Stuart Townsend,37,4,Action Comedy Crime Drama Fantasy Fiction Horror Romance Science Thriller 
1845,Nieve de-Medina,37,8,Drama 
1846,Jimi Mistry,37,0,Comedy 
1847,Freddie Highmore,37,1,Action Adventure Animation Comedy Drama Family Fantasy Fiction Science 
1848,Carlo Buccirosso,37,10,Comedy Drama 
1849,Shane McRae,37,7,Drama 
1850,Jacob Wysocki,37,1,Horror Thriller 
1851,Spencer Breslin,37,8,Comedy Drama Family Fantasy Fiction Romance Science Thriller 
1852,William Lee-Scott,37,2,Fiction Science Thriller 
1853,Jacob Pitts,37,1,Comedy 
1854,Jayson Blair,37,0,Drama 
1855,Stéphanie Lagarde,37,0,Adventure Drama Family 
1856,Joseph Mazzello,37,19,Comedy Drama Family 
1857,Alexandru Potocean,37,2,Drama 
1858,Wendy Gazelle,37,0,Action Crime Drama Mystery Thriller 
1859,Cole Sprouse,37,26,Comedy Drama 
1860,Michael McGlone,37,0,Comedy Crime Drama Mystery Romance Thriller 
1861,Portia de-Rossi,37,11,Comedy Horror 
1862,Gene Wilder,37,2,Comedy Family Fantasy Fiction Science Western 
1863,Isabelle Fuhrman,37,7,Horror Mystery Thriller 
1864,Ki Hong-Lee,37,0,Action Fiction Mystery Science Thriller 
1865,Jason Barry,37,0,Fantasy 
1866,Chopper Bernet,37,0,Adventure Animation Comedy Family Western 
1867,Olivia Barash,37,1,Comedy Crime Fiction Science Thriller 
1868,Yoo Ji-tae,37,3,Action Drama Mystery Thriller 
1869,Adam Trese,37,0,Horror Mystery 
1870,Chris Carmack,37,0,Horror Thriller 
1871,Jason Earles,37,1,Comedy Drama Family Music Romance 
1872,Lisa Arrindell,37,3,Comedy Drama Romance 
1873,Fernanda Andrade,37,0,Horror Thriller 
1874,James Devoti,37,0,Drama 
1875,Chris Riggi,37,0,Comedy Horror 
1876,Annika Marks,37,6,Comedy Drama Romance 
1877,Helen Broderick,37,0,Comedy Music Romance 
1878,Julian Morris,37,0,Horror Thriller 
1879,Jonathan Taylor-Thomas,37,16,Animation Drama Family 
1880,Evan Ross,37,5,Drama 
1881,Chadwick Boseman,37,38,Drama 
1882,Leven Rambin,38,5,Adventure Family Fantasy 
1883,Julian McMahon,38,1,Action Adventure Drama Fantasy Mystery Thriller 
1884,Sarah Drew,38,1,Comedy 
1885,Jason Spevack,38,6,Comedy Drama Romance 
1886,Nathan Gamble,38,8,Drama Family 
1887,Rory Cochrane,38,8,Comedy Drama Horror 
1888,Sam Lerner,38,1,Animation Comedy Family Fantasy Fiction Science Thriller 
1889,Joe Nipote,38,0,Comedy Family Fantasy 
1890,Liv Tyler,38,33,Action Adventure Comedy Crime Drama Fantasy Fiction Romance Science Thriller 
1891,Barry Miller,38,1,Comedy Drama Fantasy Romance 
1892,Brady Corbet,38,24,Action Adventure Comedy Crime Drama Family Fantasy Horror Romance Thriller 
1893,Jason Segel,38,34,Animation Comedy Drama Family Music Romance 
1894,Margot Robbie,38,1,Action Adventure Comedy Crime Drama Fantasy Fiction Romance Science 
1895,Cameron Boyce,38,3,Horror Mystery Thriller 
1896,William Converse-Roberts,38,0,Action Comedy Crime Romance 
1897,Spencer Treat-Clark,38,5,Drama Fiction Horror Science Thriller 
1898,Olivia Thirlby,38,4,Action Drama Fiction Horror Science Thriller 
1899,Russell G.-Jones,38,1,Crime Drama Thriller 
1900,Vicky McClure,38,8,Crime Drama 
1901,Robert Pattinson,38,91,Adventure Drama Fantasy Romance 
1902,Mois\u00e9s Arias,38,4,Comedy Drama Family 
1903,Deanna Dunagan,38,3,Horror Thriller 
1904,Zo\u00eb Kravitz,38,11,Action Adventure Comedy Crime Drama Fiction Science 
1905,Sarah Bolger,38,24,Action Adventure Family Fantasy Horror Thriller 
1906,Riz Ahmed,38,1,Comedy Crime Drama Thriller 
1907,Kevin Heffernan,38,0,Adventure Comedy Crime Family Horror Mystery 
1908,Byun Hee-bong,38,4,Drama Fiction Horror Science 
1909,Park Joong-hoon,38,6,Action Adventure Drama Thriller 
1910,Peggy Ashcroft,38,1,Adventure Drama History 
1911,Sarah Jane-Morris,38,1,Drama 
1912,Ben Garant,38,1,Action Adventure Comedy Crime 
1913,Megan Charpentier,38,6,Horror 
1914,Deepika Padukone,38,140,Romance 
1915,Ashley Benson,38,11,Crime Drama 
1916,Paulo Costanzo,38,1,Adventure Comedy 
1917,Jenna Dewan,38,3,Crime Drama Music Romance 
1918,Gabriella Wright,38,0,Action Crime Thriller 
1919,James Hetfield,38,1,Music 
1920,Lars Ulrich,38,1,Music 
1921,Sharman Joshi,38,6,Drama 
1922,Melody Klaver,38,5,Drama History War 
1923,Zack Pearlman,38,0,Comedy 
1924,Lee Oakes,38,0,Action Crime Drama Thriller 
1925,Arija Bareikis,38,0,Comedy 
1926,Denzel Whitaker,38,2,Drama Horror Mystery Thriller 
1927,Lorraine Pilkington,38,0,Comedy Drama 
1928,Ray Bolger,38,1,Adventure Family Fantasy 
1929,Norbert Ferrer,38,0,Documentary 
1930,David Henrie,38,7,Comedy Drama War 
1931,K.D. Aubert,38,0,Comedy Romance 
1932,Courtney Love,38,1,Comedy Drama Romance 
1933,Tyrin Turner,38,1,Action Crime Drama 
1934,Nathan Phillips,38,7,Action Crime Horror Thriller 
1935,Bobby Campo,38,0,Horror Mystery 
1936,DMX,38,11,Action Crime Drama Thriller 
1937,Will Kemp,38,0,Drama Music Romance 
1938,Rodney Dangerfield,38,7,Comedy 
1939,Brigitte Helm,38,1,Drama Fiction Science 
1940,Victor Wong,38,0,Action Adventure Comedy Fantasy 
1941,David Gulpilil,38,18,Adventure Comedy 
1942,Patrick Huard,38,12,Action Comedy Crime 
1943,Dorian Brown,38,0,Drama 
1944,Jascha Washington,38,0,Comedy Crime 
1945,Alfonso Freeman,38,3,Comedy Drama 
1946,Erik Rhodes,38,0,Comedy Music Romance 
1947,Myron McCormick,38,0,Drama 
1948,DMX ,38,11,Action Crime Drama Thriller 
1949,Wong DMX,38,11,Action Crime Thriller 
1950,Whitney Able,38,1,Drama Fiction Science Thriller 
1951,Bruno Campos,38,2,Animation Family Music Romance 
1952,Scott Weinger,38,3,Adventure Animation Comedy Family Fantasy 
1953,Barbara Carrera,39,2,Action Adventure Crime Drama Romance Thriller 
1954,Joe Anderson,39,2,Action Drama Horror Mystery Thriller 
1955,Kate Hudson,39,1,Adventure Comedy Drama Horror Music Mystery Romance Thriller War 
1956,Paul Dano,39,1,Action Comedy Crime Drama Fiction History Science Thriller 
1957,Lauren Ambrose,39,2,Comedy Drama Family Fantasy Romance 
1958,Albert Brooks,39,1,Action Animation Comedy Crime Drama Family Fantasy Fiction Horror Romance Science Thriller 
1959,Leon Janney,39,0,Drama Fiction Romance Science 
1960,Ser'Darius Blain,39,0,Drama 
1961,Mike Colter,39,6,Drama 
1962,Polly Holliday,39,2,Comedy Drama Family Fantasy Horror 
1963,Adrian Grenier,39,15,Comedy Drama Family Romance 
1964,Zhang Ziyi,39,1,Action Adventure Comedy Crime Drama Fantasy Fiction History Romance Science Thriller 
1965,Vanessa Bayer,39,1,Comedy 
1966,Natalie Trundy,39,0,Action Fiction Science 
1967,Edward Burns,39,14,Action Adventure Comedy Crime Drama Fiction Romance Science Thriller 
1968,Dianna Agron,39,10,Action Adventure Documentary Family Fiction Music Science Thriller 
1969,Francesca Neri,39,21,Action Drama Thriller 
1970,Zoe Bell,39,18,Action Horror Thriller 
1971,Tom Waits,39,1,Comedy Crime 
1972,Kristin Davis,39,1,Action Adventure Comedy Drama Family Fiction Romance Science 
1973,Sylvia Hoeks,39,11,Crime Drama Mystery Romance 
1974,Bruce Kerr,39,0,Action Drama Family Romance Western 
1975,Zach Braff,39,3,Adventure Animation Comedy Drama Family Fantasy Romance 
1976,Nancy Allen,39,1,Action Adventure Crime Drama Fiction Horror Mystery Science Thriller 
1977,Sol Kyung-gu,39,24,Action Adventure Drama Thriller 
1978,Anne-Marie Duff,39,1,Mystery Thriller 
1979,Joseph Cross,39,10,Comedy Drama 
1980,Ernie Reyes-Jr.,39,6,Action Adventure Comedy Crime Fantasy Thriller 
1981,Edison Chen,39,1,Horror Thriller 
1982,Antje Traue,39,1,Action Fiction Horror Mystery Science Thriller 
1983,Dagmara Domi\u0144czyk,39,1,Action Adventure Drama Romance Thriller 
1984,Scott Foley,39,6,Horror Mystery 
1985,Ashley Greene,39,6,Adventure Drama Fantasy Horror Romance Thriller 
1986,Charlie Cox,39,7,Adventure Drama Family Fantasy Romance 
1987,Kristen Cloke,39,2,Horror Thriller 
1988,Michael Bunin,39,0,Drama 
1989,Alfie Allen,39,1,Comedy 
1990,Yohana Cobo,39,2,Comedy Drama Romance 
1991,Hugh Dancy,39,1,Animation Comedy Family Fantasy Music 
1992,Robert Sean-Leonard,39,5,Action Drama 
1993,Lunetta Savino,39,9,Comedy Drama Romance 
1994,Kevin Connolly,39,1,Comedy Drama Romance 
1995,Jonathan Bailey,39,0,Drama 
1996,Joshua Harto,39,0,Drama 
1997,Barry Watson,39,8,Drama Horror Mystery Thriller 
1998,Aly Michalka,39,2,Comedy Drama Family Horror Music Thriller 
1999,Lyndon Smith,39,0,Crime Drama Mystery 
2000,Sasha Alexander,39,5,Comedy 
2001,Caroline Kava,39,1,Drama War 
2002,Briana Evigan,39,5,Drama Horror Music Mystery Romance Thriller 
2003,Stella Maeve,39,1,Drama Music 
2004,Anita Page,39,1,Drama Music Romance 
2005,Millard Mitchell,39,1,Comedy Music Romance 
2006,Matthew Marsden,39,4,Action Adventure Fiction Horror Science Thriller 
2007,Sean Nelson,39,9,Comedy Drama Romance 
2008,Valorie Armstrong,39,0,Horror Thriller 
2009,Jeffrey Garcia,39,2,Action Adventure Animation Comedy Family 
2010,Vic Tablian,39,0,Adventure Mystery Thriller 
2011,Damon Wayans,39,4,Comedy Romance 
2012,Kevin Spirtas,39,21,Horror Thriller 
2013,Evan Helmuth,39,0,Horror Thriller 
2014,John Magaro,39,6,Drama Horror Mystery Thriller 
2015,Andrew Dice-Clay,39,7,Action Comedy Crime Mystery Thriller 
2016,Vladimir Kulich,39,0,Action Adventure Fantasy 
2017,Alice Faye,39,2,Drama Music Romance 
2018,Mia Wasikowska,40,44,Adventure Comedy Drama Family Fantasy Horror Thriller 
2019,Kelly Clarkson,40,41,Comedy Romance 
2020,Tina Fey,40,2,Action Adventure Animation Comedy Crime Drama Family Fiction Romance Science 
2021,Debra Messing,40,9,Adventure Animation Comedy Drama Family Horror Mystery Romance 
2022,Jack O'Connell,40,25,Drama Thriller War 
2023,Omar Epps,40,19,Action Comedy Crime Drama Romance Thriller 
2024,Kirk Cameron,40,2,Drama 
2025,Joseph Fiennes,40,1,Action Adventure Animation Comedy Drama Family History Romance War 
2026,Jessica Szohr,40,1,Comedy Horror 
2027,Jimmy Fallon,40,6,Comedy Drama Romance 
2028,Casey Affleck,40,1,Action Adventure Animation Comedy Crime Drama Family Fantasy Fiction History Mystery Romance Science Thriller Western 
2029,Goya Toledo,40,8,Drama Thriller 
2030,Abbie Cornish,40,38,Action Adventure Animation Comedy Drama Family Fantasy Fiction Romance Science Thriller War 
2031,Ashley Bell,40,8,Drama Horror Thriller 
2032,Callan Mulvey,40,4,Action War 
2033,Mariya Poroshina,40,3,Action Fantasy Thriller 
2034,Maggie Q,40,7,Action Fantasy Fiction Horror Science Thriller 
2035,Max Charles,40,10,Adventure Animation Family 
2036,Robert Maillet,40,1,Action Crime Drama 
2037,Harry Lloyd,40,3,Drama History 
2038,Steven Ford,40,0,Comedy Drama Romance 
2039,Hu Jun,40,13,Action Adventure Drama History 
2040,Thom Mathews,40,0,Comedy Horror Mystery Thriller 
2041,Aaron Yoo,40,1,Comedy Crime Drama Music Mystery Romance Thriller 
2042,Victor Rasuk,40,8,Drama Romance Thriller 
2043,Madeline Carroll,40,2,Comedy Drama Family Romance 
2044,Faith Prince,40,1,Action Adventure Comedy 
2045,Luke Evans,40,6,Action Crime Drama Fantasy Horror Mystery Thriller War 
2046,Jim Parsons,40,1,Animation Comedy Family Fantasy Fiction Science 
2047,Blayne Weaver,40,14,Adventure Animation Family Fantasy 
2048,Arthur Angel,40,0,Adventure Family Fantasy 
2049,William Feng,40,8,Action Adventure Fantasy 
2050,Aksel Hennie,40,22,Action Adventure 
2051,Kajol ,40,33,Drama Romance 
2052,Kajol Jimmy,40,33,Drama Romance 
2053,Charlie Hewson,40,2,Crime Mystery Thriller 
2054,Greta Gerwig,40,2,Comedy Romance 
2055,Jason Scott-Lee,40,3,Action Adventure Fiction Science War 
2056,Billy Ray-Cyrus,40,8,Action Comedy Drama Family Music Romance 
2057,Daniel Sunjata,40,1,Action Comedy Crime 
2058,Song Jia,40,36,Action Adventure Drama 
2059,Anna Hutchison,40,1,Horror Thriller 
2060,Judy Garland,40,2,Adventure Family Fantasy Music Romance 
2061,Floyd Red-Crow-Westerman,40,0,Adventure Drama Western 
2062,Roselyn Sánchez,40,11,Action Comedy Crime Family Thriller War 
2063,Jean Hagen,40,1,Comedy Music Romance 
2064,Allison Mackie,40,0,Drama Mystery Romance Thriller 
2065,Luminiba Gheorghiu,40,10,Drama 
2066,Roselyn Snchez,40,11,Comedy Family 
2067,Matthew Settle,40,3,Thriller 
2068,Miles Fisher,40,0,Horror Mystery 
2069,William Black,40,0,Documentary 
2070,Julia Louis-Dreyfus,40,1,Adventure Animation Comedy Family 
2071,Jean-Claude Donda,40,0,Adventure Animation Comedy Drama 
2072,Lucas Till,40,5,Action Comedy Family 
2073,Wayne Newton,40,4,Action Comedy Crime Mystery Thriller 
2074,Petchtai Wongkamlao,40,2,Action Crime Drama Thriller 
2075,Debora Weston,40,0,Action Adventure Comedy Family Fantasy 
2076,Yasuko Sawaguchi,40,2,Adventure Animation Family Fantasy 
2077,Suzzanne Douglas,40,2,Comedy Drama Romance 
2078,Megan Dodds,40,1,Comedy Drama Romance 
2079,Nicholas Colasanto,40,3,Drama 
2080,Susie Essman,40,4,Adventure Animation Comedy Family 
2081,Edith Evans,40,3,Adventure Comedy History Romance 
2082,Embeth Davidtz,41,2,Comedy Fiction Science 
2083,Daniel Radcliffe,41,59,Adventure Drama Family Fantasy Fiction Horror Mystery Science Thriller 
2084,Jenna Stern,41,0,Action Adventure Crime Thriller 
2085,Catherine Zeta-Jones,41,1,Action Adventure Animation Comedy Crime Drama Family Fantasy Horror Music Mystery Romance Thriller 
2086,Sienna Miller,41,1,Action Adventure Comedy Drama Family Fantasy Fiction Romance Science Thriller War 
2087,Mireille Enos,41,1,Action Crime Drama Fiction Horror Science Thriller 
2088,Marcello Thedford,41,0,Action Adventure Drama 
2089,Derek Luke,41,20,Drama Music Romance War 
2090,Matt King,41,1,Action Crime Drama 
2091,Michael Vartan,41,5,Action Comedy Crime Drama Horror Romance Thriller 
2092,Scott Speedman,41,11,Action Adventure Crime Drama Fantasy Fiction Mystery Romance Science Thriller 
2093,Rumer Willis,41,5,Comedy Horror Mystery Romance Thriller 
2094,Rick Moranis,41,1,Comedy Family Fantasy Fiction Horror Music Science 
2095,Susan May-Pratt,41,1,Comedy Drama Family Music Romance 
2096,Jeff Branson,41,3,Crime Horror Thriller 
2097,Felicity Jones,41,1,Comedy Drama Fantasy Romance 
2098,Shane West,41,10,Action Comedy Drama Fantasy Fiction Romance Science Thriller 
2099,Sacha Baron-Cohen,41,1,Adventure Animation Comedy Drama Family Music Romance 
2100,Jessica Lowndes,41,2,Action Thriller 
2101,Bing Yin,41,0,Action Crime Thriller 
2102,Michael MacKenzie,41,0,Drama History 
2103,Tyler Perry,41,56,Action Comedy Crime Drama Mystery Romance Thriller 
2104,Mika Boorem,41,9,Action Adventure Crime Drama Mystery Thriller 
2105,Mike Vogel,41,13,Action Comedy Drama Fiction Romance Science Thriller 
2106,Charlie Day,41,7,Action Adventure Comedy Crime Drama Fiction Romance Science 
2107,Martin Lawrence,41,16,Action Adventure Animation Comedy Crime Drama Family Thriller 
2108,Armie Hammer,41,1,Action Adventure Comedy Crime Drama Fantasy Fiction History Science Western 
2109,Ashley Laurence,41,0,Horror 
